Customer Id,Customer Name,Customer Combined,Customer Segment,CountryIso2,Country Name,Year,Terumo Category,Qty Sold,Sales EUR
100005,St. Vinzenz-Hospital Cologne,100005 - St. Vinzenz-Hospital Cologne,Public Hospital,DE,Central Europe,2025,Drug-Eluting Stents,17,6416.13
100005,St. Vinzenz-Hospital Cologne,100005 - St. Vinzenz-Hospital Cologne,Public Hospital,DE,Central Europe,2025,Inflation Devices,4,61.88
100005,St. Vinzenz-Hospital Cologne,100005 - St. Vinzenz-Hospital Cologne,Public Hospital,DE,Central Europe,2025,Guide Wires,68,1059.56
100005,St. Vinzenz-Hospital Cologne,100005 - St. Vinzenz-Hospital Cologne,Public Hospital,DE,Central Europe,2025,Microcatheters,5,696.99
100006,Universitätsklinikum Stuttgart,100006 - Universitätsklinikum Stuttgart,University Hospital,DE,Central Europe,2025,Guide Wires,982,20043.24
100006,Universitätsklinikum Stuttgart,100006 - Universitätsklinikum Stuttgart,University Hospital,DE,Central Europe,2025,Diagnostic Catheters,60,1300.65
100007,Klinikum Düsseldorf,100007 - Klinikum Düsseldorf,University Hospital,DE,Central Europe,2025,Guiding Catheters,38,1172.27
100007,Klinikum Düsseldorf,100007 - Klinikum Düsseldorf,University Hospital,DE,Central Europe,2025,Introducer Sheaths,137,1787.71
100007,Klinikum Düsseldorf,100007 - Klinikum Düsseldorf,University Hospital,DE,Central Europe,2025,Drug-Eluting Stents,19,7469.79
100007,Klinikum Düsseldorf,100007 - Klinikum Düsseldorf,University Hospital,DE,Central Europe,2025,Diagnostic Catheters,164,3820.23
100008,Herzzentrum Leipzig,100008 - Herzzentrum Leipzig,University Hospital,DE,Central Europe,2025,Hemostasis Valves,55,412.97
100008,Herzzentrum Leipzig,100008 - Herzzentrum Leipzig,University Hospital,DE,Central Europe,2025,Radial Access Kits,32,1053.19
100008,Herzzentrum Leipzig,100008 - Herzzentrum Leipzig,University Hospital,DE,Central Europe,2025,Guiding Catheters,42,1147.71
100008,Herzzentrum Leipzig,100008 - Herzzentrum Leipzig,University Hospital,DE,Central Europe,2025,Inflation Devices,78,1154.95
100009,Städtisches Krankenhaus Dresden,100009 - Städtisches Krankenhaus Dresden,Heart Center,DE,Central Europe,2025,Guiding Catheters,29,735.83
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Guide Wires,105,1644.81
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Inflation Devices,3,47.12
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Microcatheters,43,6388.2
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Guiding Catheters,6,149.52
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Diagnostic Catheters,87,1821.29
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Hemostasis Valves,9,84.08
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Introducer Sheaths,98,1345.63
100010,St. Vinzenz-Hospital Hannover,100010 - St. Vinzenz-Hospital Hannover,University Hospital,DE,Central Europe,2025,Radial Access Kits,5,158.32
100011,Universitätsklinikum Essen,100011 - Universitätsklinikum Essen,University Hospital,DE,Central Europe,2025,Guide Wires,730,15068.12
100011,Universitätsklinikum Essen,100011 - Universitätsklinikum Essen,University Hospital,DE,Central Europe,2025,Hemostasis Valves,71,558.84
100011,Universitätsklinikum Essen,100011 - Universitätsklinikum Essen,University Hospital,DE,Central Europe,2025,Guiding Catheters,224,5690.78
100011,Universitätsklinikum Essen,100011 - Universitätsklinikum Essen,University Hospital,DE,Central Europe,2025,PTCA Balloon Catheters,218,22454.87
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Microcatheters,32,4315.28
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Diagnostic Catheters,20,430.03
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Guide Wires,39,806.27
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Introducer Sheaths,15,168.86
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,PTCA Balloon Catheters,3,270.29
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Drug-Eluting Stents,3,1239.56
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Inflation Devices,2,27.0
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Radial Access Kits,3,103.33
100012,Klinikum Freiburg,100012 - Klinikum Freiburg,University Hospital,DE,Central Europe,2025,Hemostasis Valves,5,47.75
100013,CHU Paris,100013 - CHU Paris,University Hospital,FR,Western Europe,2025,Introducer Sheaths,214,2234.6
100013,CHU Paris,100013 - CHU Paris,University Hospital,FR,Western Europe,2025,Diagnostic Catheters,713,15056.97
100013,CHU Paris,100013 - CHU Paris,University Hospital,FR,Western Europe,2025,Guiding Catheters,121,3456.35
100013,CHU Paris,100013 - CHU Paris,University Hospital,FR,Western Europe,2025,Hemostasis Valves,76,680.7
100013,CHU Paris,100013 - CHU Paris,University Hospital,FR,Western Europe,2025,Microcatheters,382,53263.25
100013,CHU Paris,100013 - CHU Paris,University Hospital,FR,Western Europe,2025,Drug-Eluting Stents,177,75988.6
100013,CHU Paris,100013 - CHU Paris,University Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,202,18602.98
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,Diagnostic Catheters,39,886.8
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,Drug-Eluting Stents,16,7725.24
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,Guide Wires,73,1170.4
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,Guiding Catheters,8,202.0
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,Microcatheters,38,6331.97
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,Hemostasis Valves,12,116.31
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,Inflation Devices,10,157.55
100014,Hôpital Lyon,100014 - Hôpital Lyon,Public Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,32,3085.6
100015,Clinique Marseille,100015 - Clinique Marseille,Private Clinic,FR,Western Europe,2025,Diagnostic Catheters,71,1587.31
100015,Clinique Marseille,100015 - Clinique Marseille,Private Clinic,FR,Western Europe,2025,PTCA Balloon Catheters,45,4664.45
100015,Clinique Marseille,100015 - Clinique Marseille,Private Clinic,FR,Western Europe,2025,Inflation Devices,7,108.53
100015,Clinique Marseille,100015 - Clinique Marseille,Private Clinic,FR,Western Europe,2025,Introducer Sheaths,90,1018.21
100015,Clinique Marseille,100015 - Clinique Marseille,Private Clinic,FR,Western Europe,2025,Hemostasis Valves,18,163.05
100016,Centre Cardiologique Toulouse,100016 - Centre Cardiologique Toulouse,University Hospital,FR,Western Europe,2025,Introducer Sheaths,94,1020.38
100016,Centre Cardiologique Toulouse,100016 - Centre Cardiologique Toulouse,University Hospital,FR,Western Europe,2025,Radial Access Kits,16,548.68
100016,Centre Cardiologique Toulouse,100016 - Centre Cardiologique Toulouse,University Hospital,FR,Western Europe,2025,Guide Wires,194,3026.25
100016,Centre Cardiologique Toulouse,100016 - Centre Cardiologique Toulouse,University Hospital,FR,Western Europe,2025,Hemostasis Valves,9,68.54
100016,Centre Cardiologique Toulouse,100016 - Centre Cardiologique Toulouse,University Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,1,89.95
100016,Centre Cardiologique Toulouse,100016 - Centre Cardiologique Toulouse,University Hospital,FR,Western Europe,2025,Guiding Catheters,3,80.12
100016,Centre Cardiologique Toulouse,100016 - Centre Cardiologique Toulouse,University Hospital,FR,Western Europe,2025,Drug-Eluting Stents,3,1409.28
100017,Institut Cardiovasculaire Bordeaux,100017 - Institut Cardiovasculaire Bordeaux,University Hospital,FR,Western Europe,2025,Guide Wires,1050,20150.99
100017,Institut Cardiovasculaire Bordeaux,100017 - Institut Cardiovasculaire Bordeaux,University Hospital,FR,Western Europe,2025,Drug-Eluting Stents,230,106526.52
100017,Institut Cardiovasculaire Bordeaux,100017 - Institut Cardiovasculaire Bordeaux,University Hospital,FR,Western Europe,2025,Microcatheters,484,77027.52
100017,Institut Cardiovasculaire Bordeaux,100017 - Institut Cardiovasculaire Bordeaux,University Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,126,10337.75
100017,Institut Cardiovasculaire Bordeaux,100017 - Institut Cardiovasculaire Bordeaux,University Hospital,FR,Western Europe,2025,Introducer Sheaths,470,5769.9
100018,CHU Lille,100018 - CHU Lille,University Hospital,FR,Western Europe,2025,Drug-Eluting Stents,54,19685.65
100018,CHU Lille,100018 - CHU Lille,University Hospital,FR,Western Europe,2025,Introducer Sheaths,264,3153.03
100018,CHU Lille,100018 - CHU Lille,University Hospital,FR,Western Europe,2025,Guiding Catheters,61,1762.65
100018,CHU Lille,100018 - CHU Lille,University Hospital,FR,Western Europe,2025,Radial Access Kits,19,708.56
100018,CHU Lille,100018 - CHU Lille,University Hospital,FR,Western Europe,2025,Microcatheters,46,7391.92
100018,CHU Lille,100018 - CHU Lille,University Hospital,FR,Western Europe,2025,Diagnostic Catheters,445,8705.56
100018,CHU Lille,100018 - CHU Lille,University Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,130,12578.42
100019,Hôpital Strasbourg,100019 - Hôpital Strasbourg,Heart Center,FR,Western Europe,2025,Drug-Eluting Stents,22,10522.57
100019,Hôpital Strasbourg,100019 - Hôpital Strasbourg,Heart Center,FR,Western Europe,2025,Hemostasis Valves,10,92.99
100019,Hôpital Strasbourg,100019 - Hôpital Strasbourg,Heart Center,FR,Western Europe,2025,Guide Wires,235,4510.61
100019,Hôpital Strasbourg,100019 - Hôpital Strasbourg,Heart Center,FR,Western Europe,2025,PTCA Balloon Catheters,32,2729.32
100019,Hôpital Strasbourg,100019 - Hôpital Strasbourg,Heart Center,FR,Western Europe,2025,Radial Access Kits,7,242.56
100020,Clinique Nantes,100020 - Clinique Nantes,Private Clinic,FR,Western Europe,2025,Hemostasis Valves,1,9.47
100020,Clinique Nantes,100020 - Clinique Nantes,Private Clinic,FR,Western Europe,2025,Guiding Catheters,1,27.75
100020,Clinique Nantes,100020 - Clinique Nantes,Private Clinic,FR,Western Europe,2025,Guide Wires,7,139.12
100020,Clinique Nantes,100020 - Clinique Nantes,Private Clinic,FR,Western Europe,2025,Diagnostic Catheters,2,47.0
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Introducer Sheaths,385,4773.91
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Microcatheters,26,3313.85
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Guiding Catheters,83,2663.39
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Drug-Eluting Stents,109,43934.24
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Hemostasis Valves,61,534.44
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Diagnostic Catheters,232,4400.04
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Guide Wires,257,4922.42
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,Radial Access Kits,87,3062.66
100021,Centre Cardiologique Rennes,100021 - Centre Cardiologique Rennes,University Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,76,8071.52
100022,Institut Cardiovasculaire Montpellier,100022 - Institut Cardiovasculaire Montpellier,University Hospital,FR,Western Europe,2025,Microcatheters,170,24464.33
100022,Institut Cardiovasculaire Montpellier,100022 - Institut Cardiovasculaire Montpellier,University Hospital,FR,Western Europe,2025,Radial Access Kits,17,564.88
100022,Institut Cardiovasculaire Montpellier,100022 - Institut Cardiovasculaire Montpellier,University Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,71,6576.12
100022,Institut Cardiovasculaire Montpellier,100022 - Institut Cardiovasculaire Montpellier,University Hospital,FR,Western Europe,2025,Drug-Eluting Stents,54,25393.21
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,Guiding Catheters,15,442.77
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,Hemostasis Valves,4,38.57
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,Microcatheters,35,4342.58
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,Inflation Devices,7,94.02
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,Introducer Sheaths,159,1856.7
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,Guide Wires,267,5412.31
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,PTCA Balloon Catheters,67,6815.33
100023,CHU Grenoble,100023 - CHU Grenoble,University Hospital,FR,Western Europe,2025,Radial Access Kits,3,93.6
100024,Hôpital Nice,100024 - Hôpital Nice,Private Clinic,FR,Western Europe,2025,Microcatheters,3,463.83
100024,Hôpital Nice,100024 - Hôpital Nice,Private Clinic,FR,Western Europe,2025,Hemostasis Valves,3,26.98
100024,Hôpital Nice,100024 - Hôpital Nice,Private Clinic,FR,Western Europe,2025,Diagnostic Catheters,33,658.98
100025,Royal London,100025 - Royal London,Private Clinic,GB,Northern Europe,2025,Diagnostic Catheters,47,1052.76
100025,Royal London,100025 - Royal London,Private Clinic,GB,Northern Europe,2025,Inflation Devices,11,175.97
100025,Royal London,100025 - Royal London,Private Clinic,GB,Northern Europe,2025,Radial Access Kits,14,500.8
100025,Royal London,100025 - Royal London,Private Clinic,GB,Northern Europe,2025,Guide Wires,262,5275.92
100026,St. Thomas' Manchester,100026 - St. Thomas' Manchester,Public Hospital,GB,Northern Europe,2025,Microcatheters,117,15800.18
100026,St. Thomas' Manchester,100026 - St. Thomas' Manchester,Public Hospital,GB,Northern Europe,2025,PTCA Balloon Catheters,66,5840.42
100026,St. Thomas' Manchester,100026 - St. Thomas' Manchester,Public Hospital,GB,Northern Europe,2025,Guiding Catheters,23,690.54
100026,St. Thomas' Manchester,100026 - St. Thomas' Manchester,Public Hospital,GB,Northern Europe,2025,Inflation Devices,9,116.81
100026,St. Thomas' Manchester,100026 - St. Thomas' Manchester,Public Hospital,GB,Northern Europe,2025,Introducer Sheaths,117,1288.45
100027,University Hospital Birmingham,100027 - University Hospital Birmingham,University Hospital,GB,Northern Europe,2025,Guiding Catheters,53,1442.56
100027,University Hospital Birmingham,100027 - University Hospital Birmingham,University Hospital,GB,Northern Europe,2025,Guide Wires,244,4890.58
100027,University Hospital Birmingham,100027 - University Hospital Birmingham,University Hospital,GB,Northern Europe,2025,Introducer Sheaths,65,709.67
100027,University Hospital Birmingham,100027 - University Hospital Birmingham,University Hospital,GB,Northern Europe,2025,PTCA Balloon Catheters,78,7012.46
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Guiding Catheters,35,1053.21
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Guide Wires,396,6677.8
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Drug-Eluting Stents,28,11048.73
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Diagnostic Catheters,81,2011.05
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Microcatheters,71,10154.01
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Radial Access Kits,20,705.11
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Inflation Devices,16,213.66
100028,Queen Elizabeth Leeds,100028 - Queen Elizabeth Leeds,Private Clinic,GB,Northern Europe,2025,Hemostasis Valves,24,190.1
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,Guide Wires,85,1680.09
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,Microcatheters,4,508.09
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,PTCA Balloon Catheters,16,1376.26
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,Drug-Eluting Stents,7,2784.42
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,Hemostasis Valves,6,47.34
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,Radial Access Kits,4,150.66
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,Guiding Catheters,15,395.05
100029,King's College Liverpool,100029 - King's College Liverpool,University Hospital,GB,Northern Europe,2025,Introducer Sheaths,92,942.19
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,Microcatheters,47,7098.6
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,Drug-Eluting Stents,22,8872.83
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,Guiding Catheters,11,350.26
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,Radial Access Kits,7,241.69
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,Hemostasis Valves,15,122.67
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,Inflation Devices,6,101.15
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,PTCA Balloon Catheters,34,3522.63
100030,Royal Bristol,100030 - Royal Bristol,University Hospital,GB,Northern Europe,2025,Introducer Sheaths,74,957.76
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,Radial Access Kits,20,663.9
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,Guide Wires,338,5383.56
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,Hemostasis Valves,30,261.36
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,Diagnostic Catheters,158,3486.82
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,Microcatheters,67,9579.28
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,PTCA Balloon Catheters,97,9095.57
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,Guiding Catheters,34,941.26
100031,St. Thomas' Oxford,100031 - St. Thomas' Oxford,Heart Center,GB,Northern Europe,2025,Introducer Sheaths,315,4033.2
100032,University Hospital Cambridge,100032 - University Hospital Cambridge,University Hospital,GB,Northern Europe,2025,Diagnostic Catheters,131,3257.04
100032,University Hospital Cambridge,100032 - University Hospital Cambridge,University Hospital,GB,Northern Europe,2025,Guiding Catheters,32,871.5
100032,University Hospital Cambridge,100032 - University Hospital Cambridge,University Hospital,GB,Northern Europe,2025,Drug-Eluting Stents,75,34012.07
100032,University Hospital Cambridge,100032 - University Hospital Cambridge,University Hospital,GB,Northern Europe,2025,Radial Access Kits,24,876.76
100032,University Hospital Cambridge,100032 - University Hospital Cambridge,University Hospital,GB,Northern Europe,2025,Inflation Devices,13,223.83
100032,University Hospital Cambridge,100032 - University Hospital Cambridge,University Hospital,GB,Northern Europe,2025,Microcatheters,50,8053.92
100033,Queen Elizabeth Edinburgh,100033 - Queen Elizabeth Edinburgh,Private Clinic,GB,Northern Europe,2025,Introducer Sheaths,181,2338.93
100033,Queen Elizabeth Edinburgh,100033 - Queen Elizabeth Edinburgh,Private Clinic,GB,Northern Europe,2025,Guide Wires,361,6425.88
100033,Queen Elizabeth Edinburgh,100033 - Queen Elizabeth Edinburgh,Private Clinic,GB,Northern Europe,2025,PTCA Balloon Catheters,58,5384.58
100033,Queen Elizabeth Edinburgh,100033 - Queen Elizabeth Edinburgh,Private Clinic,GB,Northern Europe,2025,Microcatheters,82,10925.71
100033,Queen Elizabeth Edinburgh,100033 - Queen Elizabeth Edinburgh,Private Clinic,GB,Northern Europe,2025,Hemostasis Valves,11,83.83
100033,Queen Elizabeth Edinburgh,100033 - Queen Elizabeth Edinburgh,Private Clinic,GB,Northern Europe,2025,Guiding Catheters,14,436.12
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Guide Wires,172,3039.31
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Guiding Catheters,71,2139.72
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Introducer Sheaths,210,2247.94
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Diagnostic Catheters,452,9150.95
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Inflation Devices,15,230.14
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Radial Access Kits,36,1363.02
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Hemostasis Valves,61,477.58
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,Microcatheters,32,5316.09
100034,King's College Glasgow,100034 - King's College Glasgow,Private Clinic,GB,Northern Europe,2025,PTCA Balloon Catheters,112,10364.08
100035,Royal Cardiff,100035 - Royal Cardiff,Private Clinic,GB,Northern Europe,2025,Guiding Catheters,14,394.88
100035,Royal Cardiff,100035 - Royal Cardiff,Private Clinic,GB,Northern Europe,2025,Inflation Devices,5,72.94
100035,Royal Cardiff,100035 - Royal Cardiff,Private Clinic,GB,Northern Europe,2025,PTCA Balloon Catheters,16,1375.85
100035,Royal Cardiff,100035 - Royal Cardiff,Private Clinic,GB,Northern Europe,2025,Microcatheters,17,2273.45
100035,Royal Cardiff,100035 - Royal Cardiff,Private Clinic,GB,Northern Europe,2025,Introducer Sheaths,30,398.61
100036,St. Thomas' Brighton,100036 - St. Thomas' Brighton,University Hospital,GB,Northern Europe,2025,Introducer Sheaths,31,357.61
100037,Ospedale Milan,100037 - Ospedale Milan,Heart Center,IT,Southern Europe,2025,Drug-Eluting Stents,39,18195.59
100037,Ospedale Milan,100037 - Ospedale Milan,Heart Center,IT,Southern Europe,2025,Guiding Catheters,36,1146.2
100037,Ospedale Milan,100037 - Ospedale Milan,Heart Center,IT,Southern Europe,2025,Diagnostic Catheters,113,2812.03
100037,Ospedale Milan,100037 - Ospedale Milan,Heart Center,IT,Southern Europe,2025,Radial Access Kits,18,557.67
100037,Ospedale Milan,100037 - Ospedale Milan,Heart Center,IT,Southern Europe,2025,Microcatheters,254,36597.1
100037,Ospedale Milan,100037 - Ospedale Milan,Heart Center,IT,Southern Europe,2025,Hemostasis Valves,12,105.19
100037,Ospedale Milan,100037 - Ospedale Milan,Heart Center,IT,Southern Europe,2025,Inflation Devices,13,219.28
100038,Policlinico Rome,100038 - Policlinico Rome,University Hospital,IT,Southern Europe,2025,Microcatheters,88,13761.52
100038,Policlinico Rome,100038 - Policlinico Rome,University Hospital,IT,Southern Europe,2025,Diagnostic Catheters,43,861.75
100038,Policlinico Rome,100038 - Policlinico Rome,University Hospital,IT,Southern Europe,2025,Introducer Sheaths,75,777.34
